season,model,mae,rmse,spearman_rho,kendall_tau,top1_accuracy,top3_accuracy,race_kendall_tau,dnf_brier_score,dnf_roc_auc
2024,LightGBM Regressor,3.0381322958449273,3.9003704347842247,0.7369688589062318,0.5644470862680243,0.3333333333333333,0.6388888888888887,0.5803118908382067,0.1695628694686789,0.44897603485838783
2024,XGBoost Regressor,3.0652053356170654,3.8995332878796214,0.7445546446806814,0.5763362140843538,0.4166666666666667,0.6944444444444442,0.6006335282651073,0.1695628694686789,0.44897603485838783
2024,LambdaRank Ranking,4.065703003089526,4.7245167504709915,0.7423049617463062,0.5734878309017584,0.4166666666666667,0.6249999999999999,0.5967836257309941,0.1695628694686789,0.44897603485838783
2024,PyTorch Embedding NN,3.1150472164154053,4.256780264784201,0.6853254962360443,0.5131662699036156,0.3333333333333333,0.5972222222222222,0.5141325536062378,0.1695628694686789,0.44897603485838783
2025,Historical Average,3.324229951393259,4.407562427188117,0.6320176063627022,0.4797549558896538,0.5833333333333334,0.6944444444444445,0.5100877192982457,0.17103288716874215,0.4606006364359586
2025,Ridge Regression,3.3740498609527054,4.332448690592965,0.6458166576809355,0.49259306529373226,0.5,0.6944444444444443,0.5118908382066277,0.17103288716874215,0.4606006364359586
2025,Random Forest,3.3515788113833804,4.221835051389684,0.6712951132990215,0.5151537596439959,0.5,0.6944444444444443,0.5366471734892787,0.17103288716874215,0.4606006364359586
2025,LightGBM Regressor,3.3257127231407964,4.24792090684331,0.6667857866070565,0.5133990389723088,0.4583333333333333,0.7361111111111108,0.5375730994152047,0.17103288716874215,0.4606006364359586
2025,XGBoost Regressor,3.3682968616485596,4.258791189842682,0.662518888017485,0.5094061541785716,0.5833333333333334,0.722222222222222,0.5277777777777778,0.17103288716874215,0.4606006364359586
2025,LambdaRank Ranking,3.746511356402411,4.7747571652681815,0.6608557820388317,0.5056281331405513,0.7083333333333334,0.6805555555555555,0.5302631578947369,0.17103288716874215,0.4606006364359586
2025,PyTorch Embedding NN,3.338348627090454,4.495395423885405,0.6097011019470883,0.4536131989441102,0.375,0.6666666666666666,0.4728557504873295,0.17103288716874215,0.4606006364359586
2026,Historical Average,3.5855732606242796,4.883632067535041,0.64908369121948,0.5123263525538151,0.3333333333333333,0.5833333333333334,0.536075036075036,0.18587097568697178,0.47333608929309634
2026,Ridge Regression,3.7174967883977166,4.867848919663091,0.6561267714286062,0.5189180299215379,0.3333333333333333,0.5555555555555555,0.5382395382395382,0.18587097568697178,0.47333608929309634
2026,Random Forest,3.770626294535384,4.955987537955779,0.6325062076571764,0.5075003030524465,0.5833333333333334,0.6111111111111113,0.5230880230880232,0.18587097568697178,0.47333608929309634
2026,LightGBM Regressor,3.7156931297334426,4.907879115135578,0.6462751822942304,0.5160710310125876,0.5833333333333334,0.638888888888889,0.5288600288600288,0.18587097568697178,0.47333608929309634
2026,XGBoost Regressor,3.680246114730835,4.873651366878228,0.6544972267306103,0.5271576266311915,0.5833333333333334,0.6666666666666666,0.5353535353535354,0.18587097568697178,0.47333608929309634
2026,LambdaRank Ranking,4.445059109331381,5.679037021285813,0.630493396637962,0.5070365563136664,0.75,0.638888888888889,0.5339105339105339,0.18587097568697178,0.47333608929309634
2026,PyTorch Embedding NN,3.810892105102539,5.331403959495218,0.5876153849671953,0.4523538593599797,0.4166666666666667,0.5555555555555555,0.4761904761904763,0.18587097568697178,0.47333608929309634
